kc2(7, 2, 1, 2, 14, 22, 88, 0.17, 5.79, 15.21, 509.14, 0.03, 28.29, 8, 0, 1, 0, 9, 7, 13, 9, 3, 0, zero, 0).
kc2(16, 1, 1, 1, 5, 7, 19.65, 0.4, 2.5, 7.86, 49.13, 0.01, 2.73, 2, 1, 0, 0, 5, 2, 5, 2, 1, 0, zero, 0).
kc2(20, 1, 1, 1, 6, 16, 57.36, 0.35, 2.86, 20.08, 163.88, 0.02, 9.1, 5, 0, 0, 0, 5, 7, 8, 8, 1, 0, zero, 0).
kc2(28, 1, 1, 1, 4, 6, 15.51, 0.4, 2.5, 6.2, 38.77, 0.01, 2.15, 2, 0, 0, 0, 5, 1, 5, 1, 1, 0, zero, 0).
kc2(37, 3, 1, 2, 12, 29, 120.93, 0.17, 6, 20.15, 725.57, 0.04, 40.31, 9, 0, 1, 0, 9, 9, 17, 12, 5, 0, zero, 0).
kc2(47, 6, 1, 6, 64, 185, 977.8, 0.05, 19.32, 50.61, 18891.1, 0.33, 1049.5, 49, 7, 5, 0, 14, 25, 116, 69, 11, 0, zero, 0).
kc2(53, 1, 1, 1, 15, 32, 135.93, 0.13, 7.56, 17.97, 1028, 0.05, 57.11, 9, 0, 3, 0, 11, 8, 21, 11, 1, 0, zero, 0).
kc2(61, 1, 1, 1, 3, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, zero, 0).
kc2(68, 1, 1, 1, 7, 29, 67.34, 0.12, 8.25, 8.16, 555.52, 0.02, 30.86, 5, 0, 0, 0, 2, 10, 8, 11, 1, 0, zero, 0).
kc2(78, 6, 5, 6, 78, 302, 1704.44, 0.04, 26.12, 65.26, 44516.1, 0.57, 2473.12, 67, 5, 4, 0, 16, 34, 191, 111, 11, 0, zero, 0).
kc2(80, 2, 1, 2, 16, 23, 87.57, 0.14, 7.2, 12.16, 630.5, 0.03, 35.03, 12, 0, 2, 0, 9, 5, 15, 8, 3, 0, zero, 0).
kc2(124, 1, 1, 1, 4, 5, 11.61, 0.67, 1.5, 7.74, 17.41, 0, 0.97, 2, 0, 0, 0, 3, 2, 3, 2, 1, 0, zero, 0).
kc2(150, 3, 1, 3, 34, 53, 249.12, 0.07, 13.64, 18.27, 3397.14, 0.08, 188.73, 19, 7, 5, 0, 15, 11, 33, 20, 5, 0, zero, 0).
