kc2(1, 59, 50, 51, 415, 1159, 8411.31, 0.01, 103.53, 81.24, 870849, 2.8, 48380.5, 359, 35, 9, 10, 47, 106, 692, 467, 106, 1, one, 0.00240964).
kc2(6, 1, 1, 1, 3, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, zero, 0).
kc2(12, 1, 1, 1, 4, 9, 25.27, 0.67, 1.5, 16.84, 37.9, 0.01, 2.11, 2, 0, 0, 0, 3, 4, 5, 4, 1, 0, zero, 0).
kc2(24, 1, 1, 1, 3, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, zero, 0).
kc2(60, 2, 1, 1, 6, 15, 55.51, 0.33, 3, 18.5, 166.52, 0.02, 9.25, 4, 0, 0, 0, 6, 7, 8, 7, 3, 0, zero, 0).
kc2(66, 2, 1, 2, 28, 130, 677.23, 0.1, 10.15, 66.7, 6876.48, 0.23, 382.03, 21, 1, 3, 0, 11, 26, 82, 48, 3, 0, zero, 0).
kc2(69, 1, 1, 1, 4, 19, 68.11, 0.91, 1.1, 61.92, 74.93, 0.02, 4.16, 4, 0, 0, 0, 1, 2, 1, 3, 1, 0, zero, 0).
kc2(82, 6, 5, 4, 30, 72, 346.13, 0.07, 14, 24.72, 4845.81, 0.12, 269.21, 20, 2, 5, 0, 14, 14, 44, 28, 11, 0, zero, 0).
kc2(86, 4, 1, 4, 40, 102, 495.51, 0.09, 11.61, 42.68, 5753.47, 0.17, 319.64, 29, 1, 7, 1, 11, 18, 64, 38, 7, 0, zero, 0).
kc2(90, 5, 1, 3, 68, 76, 348.46, 0.08, 12.27, 28.4, 4275.3, 0.12, 237.52, 25, 0, 4, 0, 12, 24, 94, 73, 9, 0, zero, 0).
kc2(104, 1, 1, 1, 6, 5, 11.61, 0.67, 1.5, 7.74, 17.41, 0, 0.97, 3, 0, 1, 0, 3, 2, 3, 2, 1, 0, zero, 0).
kc2(107, 1, 1, 1, 4, 4, 8, 0.67, 1.5, 5.33, 12, 0, 0.67, 2, 0, 0, 0, 3, 1, 3, 1, 1, 0, zero, 0).
kc2(130, 4, 1, 3, 57, 136, 742.48, 0.06, 17.63, 42.12, 13089.7, 0.25, 727.21, 43, 0, 12, 0, 17, 27, 80, 56, 7, 0, zero, 0).
kc2(131, 5, 1, 3, 31, 76, 348.46, 0.08, 12.27, 28.4, 4275.3, 0.12, 237.52, 25, 0, 4, 0, 11, 19, 43, 36, 9, 0, zero, 0).
kc2(134, 1, 1, 1, 5, 4, 6.34, 1.33, 0.75, 8.45, 4.75, 0, 0.26, 3, 0, 0, 0, 1, 2, 1, 3, 1, 0, zero, 0).
kc2(137, 1, 1, 1, 4, 4, 8, 0.67, 1.5, 5.33, 12, 0, 0.67, 2, 0, 0, 0, 3, 1, 3, 1, 1, 0, zero, 0).
kc2(146, 4, 1, 4, 56, 102, 523.19, 0.07, 14.25, 36.71, 7455.41, 0.17, 414.19, 41, 3, 3, 0, 15, 20, 64, 38, 7, 0, zero, 0).
kc2(155, 1, 1, 1, 4, 7, 11.09, 0.67, 1.5, 7.4, 16.64, 0, 0.92, 3, 0, 0, 0, 2, 4, 2, 8, 1, 0, zero, 0).
kc2(158, 3, 1, 3, 45, 84, 416.15, 0.06, 17.07, 24.38, 7102.34, 0.14, 394.57, 28, 10, 5, 0, 16, 15, 52, 32, 5, 0, zero, 0).
kc2(163, 1, 1, 1, 4, 4, 8, 0.67, 1.5, 5.33, 12, 0, 0.67, 2, 0, 0, 0, 3, 1, 3, 1, 1, 0, zero, 0).
kc2(174, 2, 1, 2, 10, 18, 64.53, 0.14, 7, 9.22, 451.71, 0.02, 25.09, 8, 0, 0, 0, 8, 4, 11, 7, 3, 0, zero, 0).
kc2(186, 1, 1, 1, 6, 15, 49.83, 0.43, 2.33, 21.36, 116.27, 0.02, 6.46, 4, 0, 0, 0, 4, 6, 8, 7, 1, 0, zero, 0).
kc2(188, 1, 1, 1, 6, 15, 49.83, 0.43, 2.33, 21.36, 116.27, 0.02, 6.46, 4, 0, 0, 0, 4, 6, 8, 7, 1, 0, zero, 0).
kc2(203, 5, 1, 2, 26, 52, 228.4, 0.09, 11.55, 19.77, 2638.03, 0.08, 146.56, 24, 0, 0, 0, 11, 10, 31, 21, 9, 0, zero, 0).
kc2(225, 1, 1, 1, 4, 4, 8, 0.67, 1.5, 5.33, 12, 0, 0.67, 2, 0, 0, 0, 3, 1, 3, 1, 1, 0, zero, 0).
kc2(273, 1, 1, 1, 4, 5, 11.61, 0.5, 2, 5.8, 23.22, 0, 1.29, 2, 0, 0, 0, 4, 1, 4, 1, 1, 0, zero, 0).
kc2(304, 2, 1, 2, 12, 18, 64.53, 0.17, 6, 10.75, 387.18, 0.02, 21.51, 8, 0, 1, 0, 8, 4, 12, 6, 3, 0, zero, 0).
kc2(308, 2, 1, 2, 11, 17, 60.94, 0.17, 6, 10.16, 365.67, 0.02, 20.31, 8, 0, 1, 0, 8, 4, 11, 6, 3, 0, zero, 0).
kc2(320, 2, 1, 2, 18, 41, 167.59, 0.13, 7.88, 21.28, 1319.74, 0.06, 73.32, 12, 0, 2, 0, 9, 8, 27, 14, 3, 0, zero, 0).
kc2(346, 1, 1, 1, 3, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, zero, 0).
kc2(350, 1, 1, 1, 7, 6, 15.51, 0.4, 2.5, 6.2, 38.77, 0.01, 2.15, 3, 0, 1, 0, 5, 1, 5, 1, 1, 0, zero, 0).
kc2(351, 4, 1, 3, 52, 99, 515.74, 0.06, 17.05, 30.24, 8794.65, 0.17, 488.59, 37, 5, 6, 0, 18, 19, 63, 36, 7, 0, zero, 0).
kc2(353, 3, 1, 3, 47, 80, 388.64, 0.06, 17.23, 22.55, 6696.54, 0.13, 372.03, 33, 5, 5, 0, 16, 13, 52, 28, 5, 0, zero, 0).
kc2(355, 8, 6, 7, 91, 221, 1247.29, 0.04, 26.97, 46.25, 33636.7, 0.42, 1868.7, 74, 0, 15, 0, 19, 31, 133, 88, 15, 0, zero, 0).
kc2(360, 2, 1, 1, 4, 13, 44.97, 0.4, 2.5, 17.99, 112.43, 0.01, 6.25, 2, 0, 0, 0, 5, 6, 7, 6, 3, 0, zero, 0).
kc2(363, 8, 1, 8, 100, 287, 1585.26, 0.05, 21.86, 72.51, 34659.6, 0.53, 1925.53, 82, 2, 13, 0, 13, 33, 176, 111, 15, 0, zero, 0).
kc2(368, 6, 1, 3, 30, 63, 276.72, 0.13, 8, 34.59, 2213.73, 0.09, 122.98, 20, 3, 4, 1, 8, 13, 37, 26, 11, 0, zero, 0).
kc2(372, 5, 1, 3, 29, 70, 336.51, 0.1, 9.71, 34.67, 3266.17, 0.11, 181.45, 22, 0, 5, 0, 11, 17, 40, 30, 9, 0, zero, 0).
kc2(379, 1, 1, 1, 4, 4, 8, 0.67, 1.5, 5.33, 12, 0, 0.67, 2, 0, 0, 0, 3, 1, 3, 1, 1, 0, zero, 0).
kc2(382, 1, 1, 1, 7, 13, 36.5, 0.2, 5, 7.3, 182.48, 0.01, 10.14, 5, 0, 0, 0, 5, 2, 9, 4, 1, 0, zero, 0).
kc2(386, 2, 1, 2, 6, 13, 41.21, 0.33, 3, 13.74, 123.63, 0.01, 6.87, 4, 0, 0, 0, 6, 3, 10, 3, 3, 0, zero, 0).
kc2(404, 1, 1, 1, 2, 4, 8, 0.67, 1.5, 5.33, 12, 0, 0.67, 0, 0, 0, 0, 3, 1, 3, 1, 1, 0, zero, 0).
kc2(408, 4, 3, 3, 20, 45, 206.32, 0.09, 10.64, 19.4, 2194.53, 0.07, 121.92, 15, 1, 2, 0, 13, 11, 27, 18, 7, 0, zero, 0).
kc2(429, 21, 8, 10, 102, 294, 1699.72, 0.04, 27.73, 61.3, 47132.8, 0.57, 2618.49, 79, 4, 15, 2, 18, 37, 180, 114, 41, 1, one, 0.00980392).
kc2(435, 16, 8, 11, 148, 131, 677.26, 0.1, 9.68, 69.96, 6555.88, 0.23, 364.22, 36, 1, 8, 0, 23, 49, 238, 147, 3, 2, one, 0.0135135).
kc2(446, 8, 8, 8, 57, 160, 785.1, 0.08, 13.07, 60.06, 10262.4, 0.26, 570.13, 45, 4, 6, 0, 9, 21, 99, 61, 15, 1, one, 0.0175439).
kc2(454, 9, 5, 5, 99, 162, 889.68, 0.11, 9.22, 96.49, 8203.37, 0.3, 455.74, 46, 0, 8, 0, 16, 50, 172, 113, 5, 2, one, 0.020202).
kc2(459, 19, 5, 16, 137, 327, 1976.52, 0.04, 26.09, 75.77, 51561.3, 0.66, 2864.52, 112, 9, 14, 0, 20, 46, 207, 120, 37, 3, one, 0.0218978).
kc2(495, 8, 1, 4, 37, 99, 475.93, 0.09, 11.65, 40.86, 5543.16, 0.16, 307.95, 24, 4, 7, 0, 11, 17, 63, 36, 15, 2, one, 0.0540541).
kc2(506, 7, 1, 7, 81, 207, 1136.81, 0.04, 22.77, 49.93, 25882.8, 0.38, 1437.93, 62, 4, 11, 0, 17, 28, 132, 75, 13, 6, one, 0.0740741).
