kc2(4, 16, 13, 11, 163, 440, 2714.77, 0.03, 32.25, 84.14, 87589.7, 0.9, 4866.09, 139, 2, 20, 0, 19, 53, 260, 180, 31, 1, one, 0.00613497).
kc2(10, 1, 1, 1, 6, 5, 11.61, 0.67, 1.5, 7.74, 17.41, 0, 0.97, 2, 0, 2, 0, 3, 2, 3, 2, 1, 0, zero, 0).
kc2(46, 1, 1, 1, 9, 8, 22.46, 0.5, 2, 11.23, 44.92, 0.01, 2.5, 4, 0, 2, 0, 4, 3, 5, 3, 1, 0, zero, 0).
kc2(71, 1, 1, 1, 4, 6, 15.51, 0.5, 2, 7.75, 31.02, 0.01, 1.72, 2, 0, 0, 0, 4, 2, 4, 2, 1, 0, zero, 0).
kc2(72, 1, 1, 1, 5, 4, 8, 0.67, 1.5, 5.33, 12, 0, 0.67, 2, 0, 1, 0, 3, 1, 3, 1, 1, 0, zero, 0).
kc2(75, 3, 1, 2, 56, 285, 1722.65, 0.06, 18.08, 95.28, 31145.5, 0.57, 1730.31, 78, 3, 13, 0, 11, 34, 105, 57, 17, 0, zero, 0).
kc2(81, 4, 3, 3, 39, 75, 371.56, 0.08, 13.13, 28.31, 4876.79, 0.12, 270.93, 30, 2, 5, 0, 15, 16, 47, 28, 7, 0, zero, 0).
kc2(88, 6, 4, 4, 29, 67, 311.14, 0.08, 12.46, 24.97, 3877.26, 0.1, 215.4, 25, 0, 2, 0, 12, 13, 40, 27, 11, 0, zero, 0).
kc2(108, 1, 1, 1, 4, 5, 11.61, 0.67, 1.5, 7.74, 17.41, 0, 0.97, 2, 0, 0, 0, 3, 2, 3, 2, 1, 0, zero, 0).
kc2(110, 8, 4, 5, 188, 509, 3451.71, 0.05, 19.1, 180.68, 65942.9, 1.15, 3663.49, 136, 9, 40, 0, 19, 91, 326, 183, 15, 0, zero, 0).
kc2(117, 2, 1, 2, 20, 33, 137.61, 0.17, 6, 22.93, 825.65, 0.05, 45.87, 16, 0, 1, 0, 9, 9, 21, 12, 3, 0, zero, 0).
kc2(121, 1, 1, 1, 9, 10, 30, 0.3, 3.33, 9, 100, 0.01, 5.56, 4, 0, 2, 0, 5, 3, 6, 4, 1, 0, zero, 0).
kc2(123, 1, 1, 1, 5, 5, 11.61, 0.67, 1.5, 7.74, 17.41, 0, 0.97, 2, 0, 1, 0, 3, 2, 3, 2, 1, 0, zero, 0).
kc2(159, 4, 1, 4, 45, 88, 423.05, 0.07, 13.43, 31.49, 5682.93, 0.14, 315.72, 30, 7, 4, 0, 13, 15, 57, 31, 7, 0, zero, 0).
kc2(162, 1, 1, 1, 4, 6, 15.51, 0, 0, 0, 0, 0.01, 0, 2, 0, 0, 0, 6, 0, 6, 0, 1, 0, zero, 0).
kc2(172, 8, 7, 8, 97, 245, 1375.6, 0.05, 19.6, 70.18, 26961.8, 0.46, 1497.88, 72, 1, 20, 0, 14, 35, 147, 98, 15, 0, zero, 0).
kc2(180, 1, 1, 1, 4, 33, 137.61, 0.15, 6.5, 21.17, 894.45, 0.05, 49.69, 4, 1, 0, 1, 4, 6, 7, 6, 1, 0, zero, 0).
kc2(184, 4, 1, 2, 17, 69, 320.43, 0.11, 9.33, 34.33, 2990.64, 0.11, 166.15, 18, 1, 0, 0, 7, 12, 25, 20, 7, 0, zero, 0).
kc2(185, 1, 1, 1, 6, 15, 49.83, 0.43, 2.33, 21.36, 116.27, 0.02, 6.46, 4, 0, 0, 0, 4, 6, 8, 7, 1, 0, zero, 0).
kc2(189, 1, 1, 1, 6, 15, 49.83, 0.43, 2.33, 21.36, 116.27, 0.02, 6.46, 4, 0, 0, 0, 4, 6, 8, 7, 1, 0, zero, 0).
kc2(199, 13, 3, 5, 58, 163, 878.95, 0.06, 17.5, 50.23, 15381.6, 0.29, 854.53, 36, 10, 8, 2, 14, 28, 93, 70, 25, 0, zero, 0).
kc2(205, 4, 3, 2, 16, 49, 238.04, 0.12, 8.53, 27.9, 2030.79, 0.08, 112.82, 13, 0, 0, 1, 13, 16, 28, 21, 7, 0, zero, 0).
kc2(214, 1, 1, 1, 4, 4, 8, 0.67, 1.5, 5.33, 12, 0, 0.67, 2, 0, 0, 0, 3, 1, 3, 1, 1, 0, zero, 0).
kc2(216, 1, 1, 1, 4, 4, 8, 0.67, 1.5, 5.33, 12, 0, 0.67, 2, 0, 0, 0, 3, 1, 3, 1, 1, 0, zero, 0).
kc2(217, 1, 1, 1, 4, 4, 8, 0.67, 1.5, 5.33, 12, 0, 0.67, 2, 0, 0, 0, 3, 1, 3, 1, 1, 0, zero, 0).
kc2(219, 1, 1, 1, 4, 4, 8, 0.67, 1.5, 5.33, 12, 0, 0.67, 2, 0, 0, 0, 3, 1, 3, 1, 1, 0, zero, 0).
kc2(222, 3, 1, 1, 6, 24, 88.81, 0.21, 4.71, 18.84, 418.68, 0.03, 23.26, 4, 0, 0, 0, 6, 7, 13, 11, 5, 0, zero, 0).
kc2(227, 1, 1, 1, 4, 4, 8, 0.67, 1.5, 5.33, 12, 0, 0.67, 2, 0, 0, 0, 3, 1, 3, 1, 1, 0, zero, 0).
kc2(233, 3, 1, 1, 6, 24, 88.81, 0.21, 4.71, 18.84, 418.68, 0.03, 23.26, 4, 0, 0, 0, 6, 7, 13, 11, 5, 0, zero, 0).
kc2(237, 1, 1, 1, 6, 5, 11.61, 0.67, 1.5, 7.74, 17.41, 0, 0.97, 3, 0, 1, 0, 3, 2, 3, 2, 1, 0, zero, 0).
kc2(238, 1, 1, 1, 4, 4, 8, 0.67, 1.5, 5.33, 12, 0, 0.67, 2, 0, 0, 0, 3, 1, 3, 1, 1, 0, zero, 0).
kc2(245, 1, 1, 1, 4, 4, 8, 0.67, 1.5, 5.33, 12, 0, 0.67, 2, 0, 0, 0, 3, 1, 3, 1, 1, 0, zero, 0).
kc2(247, 3, 1, 3, 29, 83, 370.13, 0.07, 14.5, 25.53, 5366.93, 0.12, 298.16, 22, 0, 4, 1, 11, 11, 54, 29, 5, 0, zero, 0).
kc2(256, 1, 1, 1, 4, 5, 11.61, 0.67, 1.5, 7.74, 17.41, 0, 0.97, 2, 0, 0, 0, 3, 2, 3, 2, 1, 0, zero, 0).
kc2(268, 4, 1, 1, 7, 33, 128.93, 0.19, 5.33, 24.17, 687.61, 0.04, 38.2, 5, 0, 0, 0, 6, 9, 17, 16, 7, 0, zero, 0).
kc2(271, 1, 1, 1, 5, 5, 11.61, 0.5, 2, 5.8, 23.22, 0, 1.29, 2, 1, 0, 0, 4, 1, 4, 1, 1, 0, zero, 0).
kc2(283, 8, 4, 6, 88, 244, 1416.99, 0.07, 15.27, 92.81, 21633.9, 0.47, 1201.88, 67, 3, 11, 0, 13, 43, 143, 101, 15, 0, zero, 0).
kc2(289, 1, 1, 1, 4, 9, 25.27, 0, 0, 0, 0, 0.01, 0, 2, 0, 0, 0, 7, 0, 9, 0, 1, 0, zero, 0).
kc2(293, 1, 1, 1, 4, 4, 8, 0.67, 1.5, 5.33, 12, 0, 0.67, 2, 0, 0, 0, 3, 1, 3, 1, 1, 0, zero, 0).
kc2(299, 13, 3, 7, 66, 161, 868.16, 0.04, 23.96, 36.24, 20798.2, 0.29, 1155.45, 52, 4, 7, 1, 19, 23, 103, 58, 25, 0, zero, 0).
kc2(311, 4, 3, 4, 43, 93, 437.14, 0.09, 11.56, 37.81, 5054.44, 0.15, 280.8, 30, 1, 9, 1, 10, 16, 56, 37, 7, 0, zero, 0).
kc2(319, 1, 1, 1, 6, 4, 8, 0.67, 1.5, 5.33, 12, 0, 0.67, 2, 0, 2, 0, 3, 1, 3, 1, 1, 0, zero, 0).
kc2(325, 2, 1, 2, 10, 18, 64.53, 0.14, 7, 9.22, 451.71, 0.02, 25.09, 8, 0, 0, 0, 8, 4, 11, 7, 3, 0, zero, 0).
kc2(329, 2, 1, 2, 12, 20, 76.15, 0.12, 8.1, 9.4, 616.79, 0.03, 34.27, 7, 0, 3, 0, 9, 5, 11, 9, 3, 0, zero, 0).
kc2(356, 6, 1, 4, 70, 175, 955.4, 0.05, 20, 47.77, 19108, 0.32, 1061.56, 52, 3, 9, 1, 16, 28, 105, 70, 11, 0, zero, 0).
kc2(367, 11, 1, 6, 71, 171, 897.4, 0.04, 24.36, 36.83, 21863.8, 0.3, 1214.66, 58, 0, 11, 0, 16, 22, 104, 67, 21, 0, zero, 0).
kc2(411, 1, 1, 1, 9, 13, 41.21, 0.25, 4, 10.3, 164.84, 0.01, 9.16, 3, 2, 2, 0, 6, 3, 9, 4, 1, 0, zero, 0).
kc2(414, 1, 1, 1, 4, 5, 11.61, 0.67, 1.5, 7.74, 17.41, 0, 0.97, 2, 0, 0, 0, 3, 2, 3, 2, 1, 0, zero, 0).
kc2(441, 4, 1, 3, 61, 159, 873.2, 0.06, 16.5, 52.92, 14407.9, 0.29, 800.44, 49, 0, 10, 0, 15, 30, 93, 66, 7, 1, one, 0.0163934).
kc2(463, 3, 1, 3, 42, 102, 505.33, 0.07, 13.72, 36.83, 6934.22, 0.17, 385.23, 31, 2, 5, 0, 13, 18, 64, 38, 5, 1, one, 0.0238095).
kc2(465, 6, 5, 5, 122, 353, 2093.55, 0.03, 37.8, 55.38, 79136.2, 0.7, 4396.46, 91, 4, 22, 0, 21, 40, 209, 144, 11, 3, one, 0.0245902).
kc2(475, 10, 8, 9, 102, 244, 1452.82, 0.04, 24.75, 58.7, 35957.4, 0.48, 1997.63, 72, 12, 16, 0, 22, 40, 154, 90, 19, 3, one, 0.0294118).
kc2(477, 5, 1, 4, 63, 160, 873.51, 0.06, 16.57, 52.73, 14471.1, 0.29, 803.95, 50, 1, 10, 0, 14, 30, 89, 71, 9, 2, one, 0.031746).
kc2(493, 7, 1, 4, 39, 89, 418.34, 0.08, 13.29, 31.49, 5557.93, 0.14, 308.77, 34, 0, 3, 0, 12, 14, 58, 31, 13, 2, one, 0.0512821).
kc2(500, 2, 1, 1, 15, 19, 74.23, 0.33, 3, 24.74, 222.69, 0.02, 12.37, 4, 0, 0, 0, 8, 18, 24, 22, 3, 1, one, 0.0666667).
kc2(504, 2, 1, 2, 14, 61, 307.71, 0.11, 9.42, 32.65, 2900.15, 0.1, 161.12, 12, 0, 0, 0, 13, 20, 32, 29, 3, 1, one, 0.0714286).
