 
0 1
5.6337 1
3.2886 1
0 1
0 1
0 1
0 1
3.0597 0.443123
3.018 1
5.7786 0.652884
5.8068 1
5.1501 1
3.9219 1
3.4092 1
4.0455 1
5.619 0.685028
0 1
5.5836 0.951772
4.4709 1
4.3356 1
0 1
3.0072 1
5.0931 0.943176
3.6639 1
0 1
4.6137 1
0 1
3.186 1
0 1
0 1
3.7473 1
0 0.9247
3.9393 1
0 1
4.6431 1
5.3802 1
3.9207 1
5.9313 1
0 0.879
0 1
0 1
5.6745 1
0 1
4.554 1
0 1
0 1
3.7323 1
4.3884 1
3.6762 0.812321
4.41 1
0 1
0 0.7175
4.4055 1
5.4456 1
0 1
4.0467 1
3.1563 1
0 1
3.219 1
0 1
4.5648 1
0 1
4.2072 1
0 1
3.7419 1
0 0.9627
3.1806 0.0975985
0 1
4.3398 1
4.2894 1
3.5307 1
4.5936 0.963353
5.526 0.932482
4.4481 1
3.6531 1
0 1
0 1
0 1
0 1
5.3316 1
0 1
0 1
4.9653 1
0 1
0 1
0 1
5.9874 0.859749
3.9426 1
4.1094 1
5.3205 1
0 0.9993
0 1
5.115 1
5.6184 0.342063
4.9344 1
5.6115 0.985983
0 1
5.1495 0.623087
0 0.6887
0 1
4.8672 1
4.7667 1
0 1
3.5685 1
0 0.544
4.0188 1
5.5329 1
4.8486 1
4.9971 1
3.9363 1
5.7231 1
4.6095 0.668274
5.0079 1
0 1
3.4083 1
0 1
5.802 1
0 0.8056
0 1
3.2556 1
4.8054 1
0 0.8148
0 1
0 1
5.4066 0.96998
5.1648 1
5.7636 1
0 0.6173
0 1
5.7594 1
3.1575 1
5.3973 1
4.4592 1
4.8171 1
0 1
0 1
3.7677 1
0 1
5.2047 0.933644
3.9507 1
4.9935 0.803679
0 1
3.7992 1
3.4485 1
0 1
4.1349 1
3.1245 1
3.3048 1
0 1
0 1
0 1
5.1858 1
4.2354 1
4.9554 1
0 1
3.6198 1
3.0957 1
0 1
0 0.3784
4.5672 1
4.3872 1
3.8598 1
0 0.8216
3.0849 1
3.879 1
5.9472 1
4.404 0.696761
0 1
0 1
4.6956 1
5.214 1
5.7912 1
0 0.976
4.926 1
0 0.5472
0 1
0 1
5.7963 1
3.9546 1
3.0555 0.429746
4.6776 0.964479
0 1
4.8129 0.326673
5.3022 0.925036
3.8328 0.826499
4.4052 1
0 1
0 1
0 0.8924
0 1
0 1
3.4569 1
4.4484 1
0 1
4.254 1
5.2965 1
0 1
4.7628 1
5.3049 1
3.975 1
5.4261 1
0 1
0 1
0 1
0 1
5.6751 1
0 1
0 1
5.2119 1
5.3007 1
5.112 1
0 1
0 1
5.2839 1
0 1
4.8444 1
5.0106 1
4.9824 1
0 1
0 1
3.4488 1
3.9819 1
4.5999 1
4.6485 0.616955
0 0.8577
0 1
0 1
5.0865 0.714415
5.3058 1
0 1
0 1
5.3163 1
0 1
0 1
3.1491 1
4.5195 1
0 1
4.0983 1
0 0.8282
3.1458 1
0 1
5.0235 1
4.728 1
5.4606 0.86867
0 1
3.7407 1
4.6128 1
0 0.7149
5.6502 1
0 1
4.0188 0.973176
3.234 1
0 1
4.9698 0.637442
3.129 1
0 1
5.4678 0.261793
0 1
5.2965 1
5.244 0.934239
3.2196 1
4.059 1
0 1
0 0.6524
3.5847 0.210973
5.1573 1
3.8949 1
3.6174 1
0 1
3.9165 0.921893
5.0796 0.867615
4.5297 0.928452
0 1
5.2395 0.971322
5.2926 1
3.7752 1
3.0552 1
0 1
3.4677 1
0 1
0 0.7339
0 1
5.7687 1
0 1
3.9876 1
3.6009 0.63656
0 0.8465
5.9394 1
4.1769 1
5.7369 1
0 0.9986
3.708 0.509874
0 1
5.3532 1
3.3483 1
3.39 1
4.4385 1
5.6076 1
4.2915 1
4.7685 1
4.0254 1
0 0.8507
0 1
