381.133 -102.515
343.776 -91.5894
408.932 -83.1773
371.89 -83.4095
383.233 -110.826
424.547 -86.9461
383.467 -89.3505
403.443 -78.2528
423.933 -66.5616
376.774 -80.4287
363.489 -74.7313
373.094 -77.5699
401.861 -84.0637
385.428 -86.5342
369.028 -92.8528
426.159 -86.6831
385.845 -110.419
411.015 -109.203
389.681 -82.1999
370.518 -68.7827
391.721 -85.6616
355.592 -108.014
380.269 -71.7892
407.405 -81.7647
365.31 -75.2991
389.766 -95.5222
410.997 -82.6059
413.083 -76.6802
349.299 -84.9432
421.634 -84.3288
376.205 -75.3375
421.871 -89.0392
385.589 -76.8991
391.811 -87.6579
376.045 -74.6425
367.913 -85.8083
390.225 -77.5454
408.086 -85.6863
387.833 -81.4176
414.359 -89.148
412.328 -78.391
377.442 -91.0013
431.258 -86.829
376.416 -87.7671
404.388 -94.4567
405.703 -93.242
383.915 -93.7485
386.144 -76.9902
421.861 -113.959
351.897 -87.1725
370.317 -93.3271
413.846 -78.7824
353.537 -79.3182
394.902 -82.9603
353.335 -73.9349
425.968 -88.214
371.752 -112.832
358.666 -101.459
399.478 -108.29
395.682 -76.8568
399.178 -107.433
385.702 -116.731
389.657 -74.7633
361.003 -100.878
423.573 -80.9143
403.234 -83.2713
426.192 -91.387
358.857 -83.6567
406.973 -82.0234
373.038 -72.7361
365.912 -88.1522
422.768 -93.2945
407.416 -70.3524
372.66 -82.5308
421.314 -94.0833
409.47 -93.2887
425.179 -101.145
364.646 -104.868
411.02 -77.069
371.841 -80.2289
383.799 -81.7571
86 -72.4222
356.31 -82.1093
374.394 -75.2775
419.649 -77.8043
371.56 -97.6146
357.884 -79.0828
423.957 -114.823
366.788 -94.1853
381.417 -85.521
389.163 -92.6476
403.446 -105.027
387.426 -83.4611
383.871 -84.33
367.516 -100.191
418.868 -90.0135
409.554 -71.7883
421.162 -80.2552
373.486 -97.2119
407.872 -99.5175
407.03 -109.399
390.175 -95.8733
386.025 -76.2308
410.654 -113.89
406.131 -101.873
375.711 -83.8026
367.47 -74.2703
425.59 -92.6871
351.053 -88.4021
403.443 -88.6658
388.148 -75.0963
350.769 -90.1276
410.71 -74.0162
415.053 -87.3277
388.657 -71.6079
413.457 -86.4888
364.279 -82.0596
404.93 -100.502
414.404 -87.1229
391.307 -86.2326
401.877 -89.4489
399.443 -76.086
366.368 -86.6235
387.755 -88.6278
393.358 -79.7977
412.612 -76.8526
374.77 -93.1117
362.066 -88.9377
396.612 -68.0765
398.045 -79.4325
390.504 -83.6621
417.68 -93.7886
366.487 -118.267
357.324 -94.7851
397.799 -98.3722
372.382 -89.5375
413.335 -131.191
360.475 -97.6547
375.177 -88.3412
369.766 -83.1826
356.889 -87.6083
376.884 -69.1666
398.425 -81.2839
398.206 -106.627
359.347 -76.2473
383.489 -77.6804
387.121 -84.5271
399.846 -99.139
407.189 -81.8736
408.613 -84.5492
406.444 -76.5903
374.265 -93.682
410.468 -76.2818
413.505 -100.007
411.287 -78.7701
394.457 -102.552
359.972 -79.474
394.415 -78.6735
364.566 -74.0369
407.002 -90.2591
384.36 -82.0799
374.215 -99.1383
400.732 -78.4451
387.018 -87.2579
379.788 -82.1734
435.7 -74.5529
404.238 -69.6897
378.733 -96.1535
394.854 -77.4109
424.294 -84.8251
381.305 -100.641
369.484 -92.0505
394.891 -77.6736
357.685 -80.4052
387.241 -82.4494
413.002 -77.2777
386.476 -82.4752
406.257 -82.2277
397.961 -72.2949
346.611 -74.2706
375.128 -85.0485
395.76 -82.7143
360.871 -87.6778
344.828 -89.9714
401.442 -83.8451
366.565 -89.509
393.905 -96.3263
410.14 -81.1743
375.541 -67.1268
403.867 -84.9609
403.081 -92.2118
405.888 -81.0178
406.831 -81.2943
392.563 -80.3685
402.117 -84.7909
366.187 -93.9708
359.979 -77.7049
354.555 -69.8026
398.524 -91.6211
375.179 -116.523
431.438 -71.2489
368.216 -68.5796
362.029 -96.768
378.928 -69.6768
371.483 -93.6472
374.95 -80.0295
380.018 -70.5205
411.099 -92.5578
407.518 -96.9348
405.419 -106.19
353.62 -105.536
375.525 -93.5897
385.046 -73.7806
423.828 -84.3
393.658 -80.5182
383.112 -80.7013
379.413 -94.5213
413.714 -70.6505
411.604 -97.5211
393.536 -90.7752
364.634 -87.2526
385.009 -87.4444
375.576 -93.0467
348.977 -75.656
412.769 -81.0243
403.834 -76.1501
378.95 -74.0001
363.259 -84.0905
425.255 -87.7299
399.354 -100.31
372.944 -88.8703
404.968 -77.0114
364.229 -80.4538
386.843 -86.6515
371.644 -76.6377
425.086 -77.9118
407.658 -79.2965
378.655 -87.0495
431.53 -102.844
397.795 -105.3
384.954 -76.8409
373.451 -98.0292
396.49 -89.621
386.859 -76.6519
382.821 -90.3506
396.665 -78.731
406.891 -95.7834
390.933 -98.9234
350.245 -89.7188
401.913 -80.6083
396.194 -83.1478
391.767 -78.748
428.604 -89.6855
373.693 -83.5405
402.365 -72.5199
373.13 -88.2253
385.863 -90.4705
380.094 -97.1617
385.855 -86.1392
355.646 -82.2774
357.549 -85.3476
400.249 -96.1385
410.746 -91.1773
417.151 -93.4347
377.356 -69.2537
421.539 -85.0261
401.679 -86.8691
402.946 -72.6671
369.538 -86.1019
390.017 -85.1789
344.191 -77.8
409.478 -78.3199
379.34 -86.8144
366.949 -92.7358
362.39 -87.7141
407.176 -72.8209
401.446 -73.645
349.704 -89.117
