 
5.6635 0.835972
5.2249 1
4.6458 1
5.211 1
3.2115 0.825037
6.5077 0.474627
4.5336 1
3.7662 1
5.6085 0.682591
6.1318 1
5.0707 0.402846
3.831 0.434152
6.697 1
3.8023 1
9.0586 0.480823
8.7551 1
6.361 0.481754
6.355 0.688818
3.8241 0.636464
7.3376 1
3.2137 0.788085
6.9073 1
3.9483 0.161481
4.2528 0.756027
5.7759 0.585829
5.0488 0.744123
4.5195 0.274743
3.9048 0.656176
5.8716 0.729546
4.0344 0.475267
5.3538 0.749002
4.137 1
8.4337 0.622888
5.745 0.862605
3.7503 1
3.0519 1
5.8273 1
3.6558 0.361526
5.8053 0.596586
4.5264 1
3.0921 0.126961
6.6322 0.385001
8.1803 0.261691
5.3277 0.732665
5.7099 1
11.0327 1
5.7532 1
7.6606 0.622306
3.105 0.853552
4.0149 1
3.9597 0.657916
4.8321 0.448159
5.2554 0.62621
8.1958 0.71256
5.4204 0.963931
4.8843 0.864758
5.5491 0.873854
5.7342 1
5.1813 0.17939
5.5524 1
6.9142 1
4.8741 1
5.2905 1
7.8955 0.889886
5.8245 0.225134
5.7612 1
4.6095 0.66436
5.0838 0.568898
3.5574 1
7.7791 0.880394
5.6718 1
3.4086 0.0866454
4.6851 0.892156
5.0502 1
4.5966 0.452318
4.6491 0.765274
6.8902 1
3.0288 1
4.9165 0.780832
5.1267 0.306388
5.6365 1
6.5422 1
4.1673 0.803607
8.8832 1
5.8746 0.980592
3.8334 1
7.2358 0.712621
6.5557 0.202692
3.6489 0.0828002
5.3394 1
5.9928 1
3.6123 0.646438
3.8325 1
7.0015 1
3.6051 0.450791
10.4519 1
13.5662 1
4.6218 1
8.3008 0.896666
5.6781 0.817693
3.8043 0.334053
5.3361 1
4.5381 1
7.1384 0.425581
7.3222 0.955203
5.6421 0.766739
4.0926 1
6.7912 0.868934
4.5699 1
5.0953 0.967892
4.6191 0.885572
5.3997 0.460971
3.1536 0.941188
8.6434 0.798572
9.1934 1
6.9724 0.791841
3.7711 1
3.337 0.961018
10.4294 0.964378
9.4379 1
3.2529 0.545039
3.675 0.991856
4.7526 1
4.386 1
7.6199 1
5.5854 1
4.7697 1
8.8846 1
3.9276 1
3.3327 1
5.5992 1
4.9239 1
7.909 0.795609
7.5931 1
3.3843 0.795084
4.9338 1
5.5584 1
4.6974 1
5.3688 0.577514
5.5029 1
4.7253 0.918108
4.3488 0.709541
5.7849 1
8.4428 1
6.8785 0.9052
3.0924 1
5.1186 0.677132
5.3133 0.366432
7.5052 0.911264
5.8515 0.607808
5.8497 0.119332
3.1362 0.544425
4.1139 0.87796
3.8208 0.120883
3.5037 0.904711
7.5691 0.682368
6.7964 1
5.0841 0.98308
3.5511 0.724933
4.6663 1
3.342 0.95094
3.1179 0.485769
7.8503 1
5.2455 1
4.9182 0.541842
6.1276 0.664372
3.7467 0.469957
5.7324 0.254607
3.6816 1
5.0133 0.778354
3.1545 0.519325
5.3838 0.555182
5.1057 0.862715
3.2676 0.431688
5.2179 0.940865
3.802 1
6.3169 1
4.4733 0.261164
8.0215 0.864825
10.6235 1
9.2398 0.59162
6.9703 1
5.4468 0.283363
10.5851 0.815412
4.6867 1
4.662 0.737535
3.4071 0.225468
3.5457 0.81541
5.0442 0.95914
4.7683 1
7.0936 1
3.7716 1
3.8205 1
4.2393 0.500699
4.4304 0.819016
3.063 0.72738
4.2264 0.74358
3.8622 1
7.0084 1
5.5629 1
4.035 1
7.9673 0.761805
4.6056 0.980544
5.4465 0.350625
4.8657 0.496493
9.7106 1
12.206 1
5.3739 0.473908
11.5469 1
8.3546 1
3.8727 1
4.2105 0.974582
5.4684 0.736443
4.0989 1
11.2583 1
3.0861 1
5.031 0.871738
5.0221 1
8.6429 1
4.8948 0.844287
3.0039 0.823354
5.4597 0.770659
4.7013 1
5.6082 0.732547
5.8143 0.843081
4.9167 0.34497
4.1016 1
4.9599 0.464619
13.0862 1
6.5674 1
5.9649 0.928864
3.7668 0.618175
4.7631 0.937079
5.9334 0.670699
7.4933 0.439456
3.0651 0.409897
6.9511 0.976253
4.2801 0.285991
7.0006 0.613149
3.8664 1
4.7784 0.781368
7.2107 0.444611
3.7621 0.340568
5.371 0.93509
3.9492 1
5.0493 0.469977
3.5742 0.288415
6.9236 1
3.5742 1
4.497 0.410729
8.2724 0.41987
5.694 0.562706
7.2779 0.564236
5.4594 0.164598
5.5021 1
5.5911 1
4.6089 1
3.4194 0.266286
3.42 0.288255
3.519 1
9.2546 1
10.9241 1
5.9223 0.715223
5.3332 1
5.8818 0.907485
5.5437 0.775539
4.6209 0.29745
3.4995 0.417597
4.2933 0.413546
